Instant,Date,Season,Year,Month,Holiday,Weekday,Workingday,Weathersit,Temp_F,Temp_C,Temp_Normalized,Feelslike_Temp_F,Feelslike_Temp_C,Feelslike_Temp_Normalized,Humidity,Humidity_Normalized,Windspeed,Windspeed_Normalized,Not_Registered,Registered,Count
171,6/20/11,2,0,6,0,1,1,2,78.863,26.035,0.635,85.58114,29.7673,0.595346,74.625,0.74625,6.472712967,0.155475,699,3311,4010
172,6/21/11,3,0,6,0,2,1,2,82.2454754,27.914153,0.680833,89.38814,31.8823,0.637646,77.0417,0.770417,7.120088343,0.171025,774,4061,4835
173,6/22/11,3,0,6,0,3,1,1,86.1199754,30.066653,0.733333,94.44461,34.69145,0.693829,70.75,0.7075,7.171586951,0.172262,661,3846,4507
174,6/23/11,3,0,6,0,4,1,2,85.7509754,29.861653,0.728333,94.44497,34.69165,0.693833,70.3333,0.703333,9.941853979,0.238804,746,4044,4790
175,6/24/11,3,0,6,0,5,1,1,85.4435246,29.690847,0.724167,91.09247,32.82915,0.656583,57.3333,0.573333,9.24331305,0.222025,969,4022,4991
176,6/25/11,3,0,6,0,6,0,1,83.291,28.495,0.695,89.89817,32.16565,0.643313,48.3333,0.483333,8.724829903,0.209571,1782,3420,5202
177,6/26/11,3,0,6,0,0,0,1,82.184,27.88,0.68,89.38661,31.88145,0.637629,51.3333,0.513333,3.935596827,0.0945333,1920,3385,5305
178,6/27/11,3,0,6,0,1,1,2,82.3685,27.9825,0.6825,89.33036,31.8502,0.637004,65.8333,0.658333,4.479088231,0.107588,854,3854,4708
179,6/28/11,3,0,6,0,2,1,1,86.9195246,30.510847,0.744167,94.33022,34.6279,0.692558,63.4167,0.634167,6.006769224,0.144283,732,3916,4648
180,6/29/11,3,0,6,0,3,1,1,85.7509754,29.861653,0.728333,90.92192,32.7344,0.654688,49.7917,0.497917,10.90009443,0.261821,848,4377,5225
181,6/30/11,3,0,6,0,4,1,1,83.4140246,28.563347,0.696667,89.33072,31.8504,0.637008,43.4167,0.434167,7.714882684,0.185312,1027,4488,5515
182,7/1/11,3,0,7,0,5,1,1,85.3205,29.6225,0.7225,90.69458,32.6081,0.652162,39.625,0.39625,4.271761583,0.102608,1246,4116,5362
183,7/2/11,3,0,7,0,6,0,1,86.4889754,30.271653,0.738333,92.05772,33.3654,0.667308,44.4583,0.444583,4.79024473,0.115062,2204,2915,5119
184,7/3/11,3,0,7,0,0,0,2,84.8900246,29.383347,0.716667,92.17175,33.42875,0.668575,68.25,0.6825,9.527783529,0.228858,2282,2367,4649
185,7/4/11,3,0,7,1,1,0,2,85.6280246,29.793347,0.726667,91.88753,33.27085,0.665417,63.7917,0.637917,3.392130403,0.0814792,3065,2978,6043
186,7/5/11,3,0,7,0,2,1,1,87.1040246,30.613347,0.746667,94.67042,34.8169,0.696338,59.0417,0.590417,5.256355001,0.126258,1031,3634,4665
187,7/6/11,3,0,7,0,3,1,1,85.136,29.52,0.72,93.70697,34.28165,0.685633,74.3333,0.743333,6.239907623,0.149883,784,3845,4629
188,7/7/11,3,0,7,0,4,1,1,87.35,30.75,0.75,93.81839,34.34355,0.686871,65.125,0.65125,6.627791634,0.1592,754,3838,4592
189,7/8/11,3,0,7,0,5,1,2,84.3365246,29.075847,0.709167,92.34347,33.52415,0.670483,75.7917,0.757917,9.372538335,0.225129,692,3348,4040
190,7/9/11,3,0,7,0,6,0,1,86.1199754,30.066653,0.733333,91.77422,33.2079,0.664158,60.9167,0.609167,6.990488373,0.167912,1988,3348,5336
191,7/10/11,3,0,7,0,0,0,1,87.1655,30.6475,0.7475,94.10225,34.50125,0.690025,57.8333,0.578333,7.638238436,0.183471,1743,3138,4881
192,7/11/11,3,0,7,0,1,1,1,88.2725,31.2625,0.7625,97.68236,36.4902,0.729804,63.5833,0.635833,11.75421361,0.282337,723,3363,4086
193,7/12/11,3,0,7,0,2,1,1,90.6095246,32.560847,0.794167,98.53475,36.96375,0.739275,55.9167,0.559167,8.336945892,0.200254,662,3596,4258
194,7/13/11,3,0,7,0,3,1,1,87.1040246,30.613347,0.746667,94.04636,34.4702,0.689404,63.1667,0.631667,6.083788159,0.146133,748,3594,4342
195,7/14/11,3,0,7,0,4,1,1,82.2454754,27.914153,0.680833,89.15936,31.7552,0.635104,47.625,0.47625,10.01941413,0.240667,888,4196,5084
196,7/15/11,3,0,7,0,5,1,1,80.9539754,27.196653,0.663333,88.19339,31.21855,0.624371,59.125,0.59125,7.611677311,0.182833,1318,4220,5538
197,7/16/11,3,0,7,0,6,0,1,82.6760246,28.153347,0.686667,89.44367,31.91315,0.638263,58.5,0.585,8.673664351,0.208342,2418,3505,5923
198,7/17/11,3,0,7,0,0,0,1,85.0745246,29.485847,0.719167,92.28497,33.49165,0.669833,60.4167,0.604167,10.20117882,0.245033,2006,3296,5302
199,7/18/11,3,0,7,0,1,1,1,87.1040246,30.613347,0.746667,95.35325,35.19625,0.703925,65.125,0.65125,8.984321268,0.215804,841,3617,4458
200,7/19/11,3,0,7,0,2,1,1,89.3180246,31.843347,0.776667,99.27311,37.37395,0.747479,65.0417,0.650417,5.437120524,0.1306,752,3789,4541
201,7/20/11,3,0,7,0,3,1,1,88.7029754,31.501653,0.768333,99.2165,37.3425,0.74685,70.7083,0.707083,4.738413068,0.113817,644,3688,4332
202,7/21/11,3,0,7,0,4,1,2,92.147,33.415,0.815,106.37339,41.31855,0.826371,69.125,0.69125,9.243146523,0.222021,632,3152,3784
203,7/22/11,3,0,7,0,5,1,1,94.6069754,34.781653,0.848333,107.68064,42.0448,0.840896,58.0417,0.580417,5.541200167,0.1331,562,2825,3387
204,7/23/11,3,0,7,0,6,0,1,94.6685246,34.815847,0.849167,104.38583,40.21435,0.804287,50,0.5,5.462973907,0.131221,987,2298,3285
205,7/24/11,3,0,7,0,0,0,1,93.254,34.03,0.83,103.53461,39.74145,0.794829,55.0833,0.550833,7.042902881,0.169171,1050,2556,3606
206,7/25/11,3,0,7,0,1,1,1,86.8579754,30.476653,0.743333,96.88622,36.0479,0.720958,75.7083,0.757083,3.78051816,0.0908083,568,3272,3840
207,7/26/11,3,0,7,0,2,1,1,88.9490246,31.638347,0.771667,94.72811,34.84895,0.696979,54.0833,0.540833,8.337112419,0.200258,750,3840,4590
208,7/27/11,3,0,7,0,3,1,1,89.195,31.775,0.775,94.16003,34.53335,0.690667,40.2917,0.402917,7.637905381,0.183463,755,3901,4656
209,7/28/11,3,0,7,0,4,1,1,89.5025246,31.945847,0.779167,98.591,36.995,0.7399,58.3333,0.583333,7.430412206,0.178479,606,3784,4390
210,7/29/11,3,0,7,0,5,1,1,93.8689754,34.371653,0.838333,102.73703,39.29835,0.785967,54.25,0.5425,7.249688314,0.174138,670,3176,3846
211,7/30/11,3,0,7,0,6,0,1,91.3475246,32.970847,0.804167,97.56833,36.42685,0.728537,46.5833,0.465833,7.016508283,0.168537,1559,2916,4475
212,7/31/11,3,0,7,0,0,0,1,91.4704754,33.039153,0.805833,97.68164,36.4898,0.729796,48.0833,0.480833,6.861471248,0.164813,1524,2778,4302
213,8/1/11,3,0,8,0,1,1,1,88.9490246,31.638347,0.771667,95.29628,35.1646,0.703292,55.0833,0.550833,6.524419733,0.156717,729,3537,4266
214,8/2/11,3,0,8,0,2,1,1,89.8099754,32.116653,0.783333,95.63639,35.35355,0.707071,49.125,0.49125,8.569917763,0.20585,801,4044,4845
215,8/3/11,3,0,8,0,3,1,2,85.9970246,29.998347,0.731667,93.19433,33.99685,0.679937,65.75,0.6575,5.644572068,0.135583,467,3107,3574
216,8/4/11,3,0,8,0,4,1,2,84.398,29.11,0.71,91.83092,33.2394,0.664788,75.75,0.7575,8.207720608,0.19715,799,3777,4576
217,8/5/11,3,0,8,0,5,1,1,84.4594754,29.144153,0.710833,91.09103,32.82835,0.656567,63.0833,0.630833,7.68923746,0.184696,1023,3843,4866
218,8/6/11,3,0,8,0,6,0,2,84.8900246,29.383347,0.716667,92.85386,33.8077,0.676154,75.5,0.755,9.50247136,0.22825,1521,2773,4294
219,8/7/11,3,0,8,0,0,0,1,86.7965,30.4425,0.7425,96.37628,35.7646,0.715292,75.2917,0.752917,8.388277971,0.201487,1298,2487,3785
220,8/8/11,3,0,8,0,1,1,1,88.457,31.365,0.765,95.29547,35.16415,0.703283,59.2083,0.592083,8.000602119,0.192175,846,3480,4326
221,8/9/11,3,0,8,0,2,1,1,89.195,31.775,0.775,97.17089,36.20605,0.724121,57.0417,0.570417,6.291447862,0.151121,907,3695,4602
222,8/10/11,3,0,8,0,3,1,1,88.5800246,31.433347,0.766667,93.64847,34.24915,0.684983,42.4167,0.424167,8.337112419,0.200258,884,3896,4780
223,8/11/11,3,0,8,0,4,1,1,84.9515,29.4175,0.7175,90.63689,32.57605,0.651521,42.375,0.42375,6.860763506,0.164796,812,3980,4792
224,8/12/11,3,0,8,0,5,1,1,84.2749754,29.041653,0.708333,90.86378,32.7021,0.654042,41.5,0.415,5.229835508,0.125621,1051,3854,4905
225,8/13/11,3,0,8,0,6,0,2,82.6144754,28.119153,0.685833,90.12722,32.2929,0.645858,72.9583,0.729583,8.80322269,0.211454,1504,2646,4150
226,8/14/11,3,0,8,0,0,0,2,81.9380246,27.743347,0.676667,88.19492,31.2194,0.624388,81.75,0.8175,9.268625219,0.222633,1338,2482,3820
227,8/15/11,3,0,8,0,1,1,1,81.1384754,27.299153,0.665833,87.45503,30.80835,0.616167,71.2083,0.712083,8.699143048,0.208954,775,3563,4338
228,8/16/11,3,0,8,0,2,1,1,83.7214754,28.734153,0.700833,90.12533,32.29185,0.645837,57.8333,0.578333,9.838815133,0.236329,721,4004,4725
229,8/17/11,3,0,8,0,3,1,1,85.3819754,29.656653,0.723333,92.00039,33.33355,0.666671,57.5417,0.575417,5.981124,0.143667,668,4026,4694
230,8/18/11,3,0,8,0,4,1,1,84.5210246,29.178347,0.711667,91.60322,33.1129,0.662258,65.4583,0.654583,9.708882107,0.233208,639,3166,3805
231,8/19/11,3,0,8,0,5,1,2,82.553,28.085,0.685,88.98989,31.66105,0.633221,72.2917,0.722917,5.799650735,0.139308,797,3356,4153
232,8/20/11,3,0,8,0,6,0,1,83.4755,28.5975,0.6975,90.40964,32.4498,0.648996,67.4167,0.674167,4.349155205,0.104467,1914,3277,5191
233,8/21/11,3,0,8,0,0,0,1,84.4594754,29.144153,0.710833,92.79725,33.77625,0.675525,77,0.77,10.35609096,0.248754,1249,2624,3873
234,8/22/11,3,0,8,0,1,1,1,83.0450246,28.358347,0.691667,89.44286,31.9127,0.638254,47,0.47,11.52161642,0.27675,833,3925,4758
235,8/23/11,3,0,8,0,2,1,1,79.2934754,26.274153,0.640833,86.54603,30.30335,0.606067,45.5417,0.455417,6.110016229,0.146763,1281,4614,5895
236,8/24/11,3,0,8,0,3,1,1,81.6919754,27.606653,0.673333,88.76228,31.5346,0.630692,60.5,0.605,10.53735606,0.253108,949,4181,5130
237,8/25/11,3,0,8,0,4,1,2,82.4915246,28.050847,0.684167,90.12686,32.2927,0.645854,77.1667,0.771667,8.777369307,0.210833,435,3107,3542
238,8/26/11,3,0,8,0,5,1,1,83.66,28.7,0.7,91.37597,32.98665,0.659733,76.125,0.76125,3.495514793,0.0839625,768,3893,4661
239,8/27/11,3,0,8,0,6,0,2,82.184,27.88,0.68,89.20004,31.7778,0.635556,85,0.85,15.63763323,0.375617,226,889,1115
240,8/28/11,3,0,8,0,0,0,1,84.1809542,28.989419,0.707059,90.31631,32.39795,0.647959,56.1765,0.561765,12.68351992,0.304659,1415,2919,4334
241,8/29/11,3,0,8,0,1,1,1,78.9860246,26.103347,0.636667,86.71622,30.3979,0.607958,55.4583,0.554583,6.653811545,0.159825,729,3905,4634
242,8/30/11,3,0,8,0,2,1,1,79.1705246,26.205847,0.639167,85.52336,29.7352,0.594704,54.8333,0.548333,5.20431518,0.125008,775,4429,5204
243,8/31/11,3,0,8,0,3,1,1,80.4620246,26.923347,0.656667,87.00089,30.55605,0.611121,59.7917,0.597917,3.469320029,0.0833333,688,4370,5058
244,9/1/11,3,0,9,0,4,1,1,80.339,26.855,0.655,87.34289,30.74605,0.614921,63.9167,0.639167,5.903230795,0.141796,783,4332,5115
245,9/2/11,3,0,9,0,5,1,2,79.4779754,26.376653,0.643333,86.43272,30.2404,0.604808,72.7083,0.727083,5.825504118,0.139929,875,3852,4727
246,9/3/11,3,0,9,0,6,0,1,81.3845246,27.435847,0.669167,88.98917,31.66065,0.633213,71.6667,0.716667,7.715423899,0.185325,1935,2549,4484
247,9/4/11,3,0,9,0,0,0,1,84.3365246,29.075847,0.709167,91.88861,33.27145,0.665429,74.2083,0.742083,8.595604619,0.206467,2521,2419,4940
248,9/5/11,3,0,9,1,1,0,2,81.6919754,27.606653,0.673333,88.30814,31.2823,0.625646,79.0417,0.790417,8.854929456,0.212696,1236,2115,3351
249,9/6/11,3,0,9,0,2,1,3,71.852,22.14,0.54,78.368,25.76,0.5152,88.6957,0.886957,14.31898579,0.343943,204,2506,2710
250,9/7/11,3,0,9,0,3,1,3,76.2185246,24.565847,0.599167,80.98061,27.21145,0.544229,91.7083,0.917083,4.039156072,0.0970208,118,1878,1996
251,9/8/11,3,0,9,0,4,1,3,78.7827794,25.990433,0.633913,81.98249,27.76805,0.555361,93.9565,0.939565,8.024457173,0.192748,153,1689,1842
252,9/9/11,3,0,9,0,5,1,2,79.97,26.65,0.65,84.10514,28.9473,0.578946,89.7917,0.897917,5.178128742,0.124379,417,3127,3544
253,9/10/11,3,0,9,0,6,0,1,80.708,27.06,0.66,86.71658,30.3981,0.607962,75.375,0.75375,6.39498629,0.153608,1750,3595,5345
254,9/11/11,3,0,9,0,0,0,1,80.2159754,26.786653,0.653333,86.83061,30.46145,0.609229,71.375,0.71375,4.789911675,0.115054,1633,3413,5046
255,9/12/11,3,0,9,0,1,1,1,79.5528824,26.418268,0.644348,86.1917,30.1065,0.60213,69.2174,0.692174,3.701613301,0.088913,690,4023,4713
256,9/13/11,3,0,9,0,2,1,1,80.0314754,26.684153,0.650833,86.31986,30.1777,0.603554,71.25,0.7125,5.90356385,0.141804,701,4062,4763
257,9/14/11,3,0,9,0,3,1,1,81.6919754,27.606653,0.673333,88.421,31.345,0.6269,69.7083,0.697083,6.965009676,0.1673,647,4138,4785
258,9/15/11,3,0,9,0,4,1,2,74.6195,23.6775,0.5775,81.83039,27.68355,0.553671,70.9167,0.709167,11.2883115,0.271146,428,3231,3659
259,9/16/11,3,0,9,0,5,1,2,66.6245246,19.235847,0.469167,73.53275,23.07375,0.461475,59.0417,0.590417,6.835243178,0.164183,742,4018,4760
260,9/17/11,3,0,9,0,6,0,2,68.2850246,20.158347,0.491667,75.06608,23.9256,0.478512,71.8333,0.718333,7.896522476,0.189675,1434,3077,4511
261,9/18/11,3,0,9,0,0,0,1,69.4535,20.8075,0.5075,76.14833,24.52685,0.490537,69.5,0.695,7.430578733,0.178483,1353,2921,4274
262,9/19/11,3,0,9,0,1,1,2,72.5285246,22.515847,0.549167,79.67075,26.48375,0.529675,69,0.69,6.317301245,0.151742,691,3848,4539
263,9/20/11,3,0,9,0,2,1,2,73.4510246,23.028347,0.561667,79.89953,26.61085,0.532217,88.125,0.88125,5.61838563,0.134954,438,3203,3641
264,9/21/11,3,0,9,0,3,1,2,75.911,24.395,0.595,81.54797,27.52665,0.550533,90,0.9,4.013485869,0.0964042,539,3813,4352
265,9/22/11,3,0,9,0,4,1,2,78.3709754,25.761653,0.628333,81.94667,27.74815,0.554963,90.2083,0.902083,5.334081678,0.128125,555,4240,4795
266,9/23/11,4,0,9,0,5,1,2,76.9565246,24.975847,0.609167,78.99125,26.10625,0.522125,97.25,0.9725,3.262551248,0.0783667,258,2137,2395
267,9/24/11,4,0,9,0,6,0,2,76.7720246,24.873347,0.606667,82.79708,28.2206,0.564412,86.25,0.8625,3.263242337,0.0783833,1776,3647,5423
268,9/25/11,4,0,9,0,0,0,2,78.8015246,26.000847,0.634167,83.53733,28.63185,0.572637,84.5,0.845,2.09737965,0.0503792,1544,3466,5010
269,9/26/11,4,0,9,0,1,1,2,79.9085246,26.615847,0.649167,85.01378,29.4521,0.589042,84.8333,0.848333,4.60864657,0.1107,684,3946,4630
270,9/27/11,4,0,9,0,2,1,2,78.9860246,26.103347,0.636667,83.70725,28.72625,0.574525,88.5417,0.885417,4.919678174,0.118171,477,3643,4120
271,9/28/11,4,0,9,0,3,1,2,78.863,26.035,0.635,83.76422,28.7579,0.575158,84.875,0.84875,6.187701274,0.148629,480,3427,3907
272,9/29/11,4,0,9,0,4,1,1,77.5100246,25.283347,0.616667,83.70608,28.7256,0.574512,69.9167,0.699167,7.197440334,0.172883,653,4186,4839
273,9/30/11,4,0,9,0,5,1,1,73.6355246,23.130847,0.564167,81.03461,27.24145,0.544829,64.75,0.6475,8.595937674,0.206475,830,4372,5202
274,10/1/11,4,0,10,0,6,0,2,62.258,16.81,0.41,69.15767,20.64315,0.412863,75.375,0.75375,12.16882527,0.292296,480,1949,2429
275,10/2/11,4,0,10,0,0,0,2,58.3220246,14.623347,0.356667,63.07853,17.26585,0.345317,79.1667,0.791667,9.242813468,0.222013,616,2302,2918
276,10/3/11,4,0,10,0,1,1,2,60.3515246,15.750847,0.384167,67.28414,19.6023,0.392046,76.0833,0.760833,3.469840427,0.0833458,330,3240,3570
277,10/4/11,4,0,10,0,2,1,1,67.7315246,19.850847,0.484167,74.55722,23.6429,0.472858,71,0.71,8.570084291,0.205854,486,3970,4456
278,10/5/11,4,0,10,0,3,1,1,71.7289754,22.071653,0.538333,79.44242,26.3569,0.527138,64.7917,0.647917,7.379246653,0.17725,559,4267,4826
279,10/6/11,4,0,10,0,4,1,1,68.4695246,20.260847,0.494167,75.23825,24.02125,0.480425,62.0833,0.620833,5.61838563,0.134954,639,4126,4765
280,10/7/11,4,0,10,0,5,1,1,69.6994754,20.944153,0.510833,77.39636,25.2202,0.504404,68.4167,0.684167,0.932208052,0.0223917,949,4036,4985
281,10/8/11,4,0,10,0,6,0,1,70.4990246,21.388347,0.521667,78.19178,25.6621,0.513242,70.125,0.70125,1.890261162,0.0454042,2235,3174,5409
282,10/9/11,4,0,10,0,0,0,1,71.9134754,22.174153,0.540833,79.15847,26.19915,0.523983,72.75,0.7275,2.641541327,0.06345,2397,3114,5511
283,10/10/11,4,0,10,1,1,0,1,74.1274754,23.404153,0.570833,80.86325,27.14625,0.542925,73.375,0.73375,1.761202405,0.0423042,1514,3603,5117
284,10/11/11,4,0,10,0,2,1,2,73.8200246,23.233347,0.566667,81.14864,27.3048,0.546096,80.875,0.80875,5.955104089,0.143042,667,3896,4563
285,10/12/11,4,0,10,0,3,1,3,72.0979754,22.276653,0.543333,78.59453,25.88585,0.517717,90.625,0.90625,10.33094531,0.24815,217,2199,2416
286,10/13/11,4,0,10,0,4,1,2,75.4805246,24.155847,0.589167,81.66236,27.5902,0.551804,89.6667,0.896667,5.902856108,0.141787,290,2623,2913
287,10/14/11,4,0,10,0,5,1,2,72.6514754,22.584153,0.550833,79.67075,26.48375,0.529675,71.625,0.71625,9.320665041,0.223883,529,3115,3644
288,10/15/11,4,0,10,0,6,0,1,69.3920246,20.773347,0.506667,76.88525,24.93625,0.498725,48.3333,0.483333,10.74447455,0.258083,1899,3318,5217
289,10/16/11,4,0,10,0,0,0,1,69.7610246,20.978347,0.511667,77.28386,25.1577,0.503154,48.6667,0.486667,11.72840186,0.281717,1748,3293,5041
290,10/17/11,4,0,10,0,1,1,1,71.4215246,21.900847,0.534167,77.96525,25.53625,0.510725,57.9583,0.579583,7.301353449,0.175379,713,3857,4570
291,10/18/11,4,0,10,0,2,1,2,71.2985,21.8325,0.5325,79.04489,26.13605,0.522721,70.1667,0.701667,4.583126242,0.110087,637,4111,4748
292,10/19/11,4,0,10,0,3,1,3,71.9803382,22.211299,0.541739,78.24632,25.6924,0.513848,89.5217,0.895217,10.13065445,0.243339,254,2170,2424
293,10/20/11,4,0,10,0,4,1,1,67.1164754,19.509153,0.475833,73.98725,23.32625,0.466525,63.625,0.63625,17.58009241,0.422275,471,3724,4195
294,10/21/11,4,0,10,0,5,1,1,63.5495,17.5275,0.4275,70.12364,21.1798,0.423596,57.4167,0.574167,9.217126612,0.221396,676,3628,4304
295,10/22/11,4,0,10,0,6,0,1,63.1805,17.3225,0.4225,70.29428,21.2746,0.425492,62.9167,0.629167,3.857886803,0.0926667,1499,2809,4308
296,10/23/11,4,0,10,0,0,0,1,63.1190246,17.288347,0.421667,70.00997,21.11665,0.422333,74.125,0.74125,4.14289017,0.0995125,1619,2762,4381
297,10/24/11,4,0,10,0,1,1,1,66.1939754,18.996653,0.463333,73.13603,22.85335,0.457067,77.2083,0.772083,4.945531557,0.118792,699,3488,4187
298,10/25/11,4,0,10,0,2,1,1,66.8090246,19.338347,0.471667,73.70375,23.16875,0.463375,62.2917,0.622917,6.938282024,0.166658,695,3992,4687
299,10/26/11,4,0,10,0,3,1,2,67.7315246,19.850847,0.484167,74.55614,23.6423,0.472846,72.0417,0.720417,6.188242488,0.148642,404,3490,3894
300,10/27/11,4,0,10,0,4,1,2,66.686,19.27,0.47,73.13414,22.8523,0.457046,81.2917,0.812917,8.233240936,0.197763,240,2419,2659
301,10/28/11,4,0,10,0,5,1,2,56.4154754,13.564153,0.330833,60.69308,15.9406,0.318812,58.5833,0.585833,9.553636913,0.229479,456,3291,3747
302,10/29/11,4,0,10,0,6,0,3,50.7575246,10.420847,0.254167,52.51217,11.39565,0.227913,88.25,0.8825,14.62822723,0.351371,57,570,627
303,10/30/11,4,0,10,0,0,0,1,55.5545246,13.085847,0.319167,60.91961,16.06645,0.321329,62.375,0.62375,7.352893688,0.176617,885,2446,3331
304,10/31/11,4,0,10,0,1,1,1,57.092,13.94,0.34,64.04567,17.80315,0.356063,70.3333,0.703333,4.427547992,0.10635,362,3307,3669
305,11/1/11,4,0,11,0,2,1,1,61.5814754,16.434153,0.400833,67.73792,19.8544,0.397088,68.375,0.68375,5.644072485,0.135571,410,3658,4068
306,11/2/11,4,0,11,0,3,1,1,59.8595,15.4775,0.3775,67.11197,19.50665,0.390133,71.875,0.71875,3.417629915,0.0820917,370,3816,4186
307,11/3/11,4,0,11,0,4,1,1,62.1349754,16.741653,0.408333,68.53289,20.29605,0.405921,70.2083,0.702083,5.695945779,0.136817,318,3656,3974
308,11/4/11,4,0,11,0,5,1,2,61.7659754,16.536653,0.403333,68.30528,20.1696,0.403392,62.25,0.6225,11.31466446,0.271779,470,3576,4046
309,11/5/11,4,0,11,0,6,0,1,56.1080246,13.393347,0.326667,61.14686,16.1927,0.323854,51.9167,0.519167,7.871002148,0.189062,1156,2770,3926
310,11/6/11,4,0,11,0,0,0,1,57.7069754,14.281653,0.348333,64.61222,18.1179,0.362358,73.4583,0.734583,3.832387291,0.0920542,952,2697,3649
311,11/7/11,4,0,11,0,1,1,1,61.151,16.195,0.395,68.07839,20.04355,0.400871,75.875,0.75875,2.382383017,0.057225,373,3662,4035
312,11/8/11,4,0,11,0,2,1,1,62.1349754,16.741653,0.408333,69.10214,20.6123,0.412246,72.1667,0.721667,2.874159328,0.0690375,376,3829,4205
313,11/9/11,4,0,11,0,3,1,1,61.52,16.4,0.4,68.81711,20.45395,0.409079,75.8333,0.758333,2.589326652,0.0621958,305,3804,4109
314,11/10/11,4,0,11,0,4,1,2,60.044,15.58,0.38,65.63489,18.68605,0.373721,81.3333,0.813333,7.871210307,0.189067,190,2743,2933
315,11/11/11,4,0,11,1,5,0,1,55.9235246,13.290847,0.324167,59.61353,15.34085,0.306817,44.625,0.44625,13.1005046,0.314675,440,2928,3368
316,11/12/11,4,0,11,0,6,0,1,58.3220246,14.623347,0.356667,64.21478,17.8971,0.357942,55.2917,0.552917,8.828534859,0.212062,1275,2792,4067
317,11/13/11,4,0,11,0,0,0,1,64.5334754,18.074153,0.440833,70.7495,21.5275,0.43055,45.8333,0.458333,11.72856839,0.281721,1004,2713,3717
318,11/14/11,4,0,11,0,1,1,1,71.114,21.73,0.53,79.21508,26.2306,0.524612,58.7083,0.587083,12.76416083,0.306596,595,3891,4486
319,11/15/11,4,0,11,0,2,1,2,71.114,21.73,0.53,77.68211,25.37895,0.507579,68.875,0.68875,8.311092508,0.199633,449,3746,4195
320,11/16/11,4,0,11,0,3,1,3,65.7020246,18.723347,0.456667,72.67892,22.5994,0.451988,93,0.93,5.696445361,0.136829,145,1672,1817
321,11/17/11,4,0,11,0,4,1,2,57.2150246,14.008347,0.341667,61.08989,16.16105,0.323221,57.5833,0.575833,12.71278712,0.305362,139,2914,3053
322,11/18/11,4,0,11,0,5,1,1,52.2335246,11.240847,0.274167,56.54489,13.63605,0.272721,41,0.41,7.016341756,0.168533,245,3147,3392
323,11/19/11,4,0,11,0,6,0,1,56.2925246,13.495847,0.329167,61.20347,16.22415,0.324483,50.2083,0.502083,9.346185369,0.224496,943,2720,3663
324,11/20/11,4,0,11,0,0,0,2,66.1939754,18.996653,0.463333,73.13522,22.8529,0.457058,68.4583,0.684583,7.741443809,0.18595,787,2733,3520
325,11/21/11,4,0,11,0,1,1,3,65.0255,18.3475,0.4475,72.05558,22.2531,0.445062,91,0.91,5.747444386,0.138054,220,2545,2765
326,11/22/11,4,0,11,0,2,1,3,62.7500246,17.083347,0.416667,69.95264,21.0848,0.421696,96.25,0.9625,4.945531557,0.118792,69,1538,1607
327,11/23/11,4,0,11,0,3,1,2,64.5334754,18.074153,0.440833,70.74833,21.52685,0.430537,75.7917,0.757917,13.98101838,0.335825,112,2454,2566
328,11/24/11,4,0,11,1,4,0,1,59.5519754,15.306653,0.373333,65.52239,18.62355,0.372471,54.9167,0.549167,6.965176204,0.167304,560,935,1495
329,11/25/11,4,0,11,0,5,1,1,59.675,15.375,0.375,66.26039,19.03355,0.380671,64.375,0.64375,4.117215804,0.0988958,1095,1697,2792
330,11/26/11,4,0,11,0,6,0,1,59.7364754,15.409153,0.375833,66.65783,19.25435,0.385087,68.1667,0.681667,2.848484961,0.0684208,1249,1819,3068
331,11/27/11,4,0,11,0,0,0,1,65.8865246,18.825847,0.459167,73.022,22.79,0.4558,69.8333,0.698333,8.699143048,0.208954,810,2261,3071
332,11/28/11,4,0,11,0,1,1,1,69.1566764,20.642598,0.503478,76.11098,24.5061,0.490122,74.3043,0.743043,5.916802781,0.142122,253,3614,3867
333,11/29/11,4,0,11,0,2,1,2,65.8249754,18.791653,0.458333,72.62375,22.56875,0.451375,83.0833,0.830833,10.74484924,0.258092,96,2818,2914
334,11/30/11,4,0,11,0,3,1,1,55.985,13.325,0.325,60.00989,15.56105,0.311221,61.3333,0.613333,11.28881108,0.271158,188,3425,3613
335,12/1/11,4,0,12,0,4,1,1,55.0625,12.8125,0.3125,59.49986,15.2777,0.305554,52.4583,0.524583,9.165586373,0.220158,182,3545,3727
336,12/2/11,4,0,12,0,5,1,1,55.1855246,12.880847,0.314167,61.82897,16.57165,0.331433,62.5833,0.625833,4.19457612,0.100754,268,3672,3940
337,12/3/11,4,0,12,0,6,0,1,54.0785246,12.265847,0.299167,59.95436,15.5302,0.310604,61.2917,0.612917,3.987636649,0.0957833,706,2908,3614
338,12/4/11,4,0,12,0,0,0,1,56.4154754,13.564153,0.330833,63.419,17.455,0.3491,77.5833,0.775833,3.49533994,0.0839583,634,2851,3485
339,12/5/11,4,0,12,0,1,1,2,60.4744754,15.819153,0.385833,67.45325,19.69625,0.393925,82.7083,0.827083,2.58984705,0.0622083,233,3578,3811
340,12/6/11,4,0,12,0,2,1,3,66.1325,18.9625,0.4625,73.076,22.82,0.4564,94.9583,0.949583,9.682862197,0.232583,126,2468,2594
341,12/7/11,4,0,12,0,3,1,3,62.258,16.81,0.41,68.02214,20.0123,0.400246,97.0417,0.970417,11.08135954,0.266175,50,655,705
